Freq.	V(n001)/I(Re)
4.39541615437810e+001	-1.26122057102583e+001    -4.25935207544706e+000
4.40554863506539e+001	-1.26134800171940e+001    -4.27231692730327e+000
4.41570447353298e+001	-1.26147638504284e+001    -4.28533822861423e+000
4.42588372362612e+001	-1.26160573000259e+001    -4.29841635935166e+000
4.43608643931418e+001	-1.26173604571159e+001    -4.31155170306382e+000
4.44631267469094e+001	-1.26186734139077e+001    -4.32474464691526e+000
4.45656248397488e+001	-1.26199962637064e+001    -4.33799558171979e+000
4.46683592150948e+001	-1.26213291009282e+001    -4.35130490202412e+000
4.47713304176348e+001	-1.26226720211166e+001    -4.36467300610413e+000
4.48745389933117e+001	-1.26240251209587e+001    -4.37810029600498e+000
4.49779854893273e+001	-1.26253884983016e+001    -4.39158717762848e+000
4.50816704541445e+001	-1.26267622521690e+001    -4.40513406077660e+000
4.51855944374907e+001	-1.26281464827790e+001    -4.41874135914441e+000
4.52897579903605e+001	-1.26295412915605e+001    -4.43240949042535e+000
4.53941616650188e+001	-1.26309467811718e+001    -4.44613887631878e+000
4.54988060150033e+001	-1.26323630555179e+001    -4.45992994262434e+000
4.56036915951281e+001	-1.26337902197691e+001    -4.47378311923119e+000
4.57088189614859e+001	-1.26352283803795e+001    -4.48769884023066e+000
4.58141886714518e+001	-1.26366776451062e+001    -4.50167754392744e+000
4.59198012836853e+001	-1.26381381230279e+001    -4.51571967286470e+000
4.60256573581340e+001	-1.26396099245652e+001    -4.52982567398092e+000
4.61317574560364e+001	-1.26410931615000e+001    -4.54399599854394e+000
4.62381021399244e+001	-1.26425879469961e+001    -4.55823110225332e+000
4.63446919736272e+001	-1.26440943956196e+001    -4.57253144533099e+000
4.64515275222733e+001	-1.26456126233598e+001    -4.58689749249954e+000
4.65586093522943e+001	-1.26471427476509e+001    -4.60132971312770e+000
4.66659380314272e+001	-1.26486848873934e+001    -4.61582858120132e+000
4.67735141287182e+001	-1.26502391629762e+001    -4.63039457543971e+000
4.68813382145249e+001	-1.26518056962994e+001    -4.64502817936125e+000
4.69894108605199e+001	-1.26533846107967e+001    -4.65972988123954e+000
4.70977326396936e+001	-1.26549760314592e+001    -4.67450017432196e+000
4.72063041263574e+001	-1.26565800848587e+001    -4.68933955678575e+000
4.73151258961464e+001	-1.26581968991719e+001    -4.70424853180374e+000
4.74241985260228e+001	-1.26598266042052e+001    -4.71922760762419e+000
4.75335225942789e+001	-1.26614693314195e+001    -4.73427729772375e+000
4.76430986805399e+001	-1.26631252139556e+001    -4.74939812067647e+000
4.77529273657674e+001	-1.26647943866602e+001    -4.76459060040108e+000
4.78630092322621e+001	-1.26664769861122e+001    -4.77985526615393e+000
4.79733448636672e+001	-1.26681731506496e+001    -4.79519265256514e+000
4.80839348449712e+001	-1.26698830203969e+001    -4.81060329980615e+000
4.81947797625110e+001	-1.26716067372926e+001    -4.82608775355326e+000
4.83058802039756e+001	-1.26733444451182e+001    -4.84164656509685e+000
4.84172367584082e+001	-1.26750962895261e+001    -4.85728029147943e+000
4.85288500162104e+001	-1.26768624180699e+001    -4.87298949548869e+000
4.86407205691444e+001	-1.26786429802338e+001    -4.88877474570090e+000
4.87528490103369e+001	-1.26804381274631e+001    -4.90463661669204e+000
4.88652359342816e+001	-1.26822480131954e+001    -4.92057568897964e+000
4.89778819368429e+001	-1.26840727928923e+001    -4.93659254921180e+000
4.90907876152585e+001	-1.26859126240712e+001    -4.95268779012383e+000
4.92039535681433e+001	-1.26877676663383e+001    -4.96886201073431e+000
4.93173803954918e+001	-1.26896380814223e+001    -4.98511581638184e+000
4.94310686986818e+001	-1.26915240332078e+001    -5.00144981876855e+000
4.95450190804772e+001	-1.26934256877707e+001    -5.01786463611294e+000
4.96592321450318e+001	-1.26953432134128e+001    -5.03436089320078e+000
4.97737084978918e+001	-1.26972767806983e+001    -5.05093922147242e+000
4.98884487459994e+001	-1.26992265624902e+001    -5.06760025911755e+000
5.00034534976960e+001	-1.27011927339880e+001    -5.08434465114764e+000
5.01187233627254e+001	-1.27031754727651e+001    -5.10117304954925e+000
5.02342589522369e+001	-1.27051749588084e+001    -5.11808611328342e+000
5.03500608787886e+001	-1.27071913745571e+001    -5.13508450844633e+000
5.04661297563510e+001	-1.27092249049438e+001    -5.15216890837069e+000
5.05824662003096e+001	-1.27112757374346e+001    -5.16933999364073e+000
5.06990708274686e+001	-1.27133440620719e+001    -5.18659845231740e+000
5.08159442560542e+001	-1.27154300715163e+001    -5.20394497994600e+000
5.09330871057177e+001	-1.27175339610907e+001    -5.22138027967950e+000
5.10504999975388e+001	-1.27196559288241e+001    -5.23890506236621e+000
5.11681835540289e+001	-1.27217961754974e+001    -5.25652004673876e+000
5.12861383991346e+001	-1.27239549046888e+001    -5.27422595942869e+000
5.14043651582407e+001	-1.27261323228214e+001    -5.29202353509752e+000
5.15228644581738e+001	-1.27283286392107e+001    -5.30991351654582e+000
5.16416369272052e+001	-1.27305440661138e+001    -5.32789665488789e+000
5.17606831950549e+001	-1.27327788187787e+001    -5.34597370958803e+000
5.18800038928942e+001	-1.27350331154957e+001    -5.36414544859166e+000
5.19995996533497e+001	-1.27373071776489e+001    -5.38241264849264e+000
5.21194711105061e+001	-1.27396012297690e+001    -5.40077609460604e+000
5.22396188999100e+001	-1.27419154995873e+001    -5.41923658109183e+000
5.23600436585731e+001	-1.27442502180906e+001    -5.43779491112215e+000
5.24807460249753e+001	-1.27466056195776e+001    -5.45645189692522e+000
5.26017266390687e+001	-1.27489819417155e+001    -5.47520836006149e+000
5.27229861422803e+001	-1.27513794255990e+001    -5.49406513137307e+000
5.28445251775161e+001	-1.27537983158094e+001    -5.51302305122356e+000
5.29663443891638e+001	-1.27562388604758e+001    -5.53208296965837e+000
5.30884444230968e+001	-1.27587013113365e+001    -5.55124574646281e+000
5.32108259266774e+001	-1.27611859238028e+001    -5.57051225135122e+000
5.33334895487601e+001	-1.27636929570233e+001    -5.58988336409074e+000
5.34564359396951e+001	-1.27662226739500e+001    -5.60935997466151e+000
5.35796657513321e+001	-1.27687753414052e+001    -5.62894298340205e+000
5.37031796370232e+001	-1.27713512301504e+001    -5.64863330114011e+000
5.38269782516268e+001	-1.27739506149564e+001    -5.66843184938229e+000
5.39510622515107e+001	-1.27765737746745e+001    -5.68833956040814e+000
5.40754322945560e+001	-1.27792209923098e+001    -5.70835737751064e+000
5.42000890401603e+001	-1.27818925550959e+001    -5.72848625510521e+000
5.43250331492413e+001	-1.27845887545703e+001    -5.74872715888236e+000
5.44502652842400e+001	-1.27873098866529e+001    -5.76908106599739e+000
5.45757861091250e+001	-1.27900562517248e+001    -5.78954896525874e+000
5.47015962893951e+001	-1.27928281547097e+001    -5.81013185728173e+000
5.48276964920833e+001	-1.27956259051561e+001    -5.83083075458969e+000
5.49540873857603e+001	-1.27984498173224e+001    -5.85164668197825e+000
5.50807696405382e+001	-1.28013002102629e+001    -5.87258067650783e+000
5.52077439280736e+001	-1.28041774079159e+001    -5.89363378777277e+000
5.53350109215715e+001	-1.28070817391939e+001    -5.91480707811279e+000
5.54625712957889e+001	-1.28100135380756e+001    -5.93610162274337e+000
5.55904257270382e+001	-1.28129731436995e+001    -5.95751850999641e+000
5.57185748931908e+001	-1.28159609004606e+001    -5.97905884152357e+000
5.58470194736809e+001	-1.28189771581077e+001    -6.00072373242760e+000
5.59757601495088e+001	-1.28220222718444e+001    -6.02251431156745e+000
5.61047976032449e+001	-1.28250966024309e+001    -6.04443172170443e+000
5.62341325190327e+001	-1.28282005162892e+001    -6.06647711977082e+000
5.63637655825932e+001	-1.28313343856096e+001    -6.08865167696502e+000
5.64936974812280e+001	-1.28344985884604e+001    -6.11095657915844e+000
5.66239289038231e+001	-1.28376935088996e+001    -6.13339302696883e+000
5.67544605408525e+001	-1.28409195370892e+001    -6.15596223603650e+000
5.68852930843819e+001	-1.28441770694116e+001    -6.17866543730792e+000
5.70164272280725e+001	-1.28474665085896e+001    -6.20150387717438e+000
5.71478636671844e+001	-1.28507882638083e+001    -6.22447881782100e+000
5.72796030985806e+001	-1.28541427508396e+001    -6.24759153742314e+000
5.74116462207305e+001	-1.28575303921705e+001    -6.27084333037956e+000
5.75439937337134e+001	-1.28609516171328e+001    -6.29423550761739e+000
5.76766463392228e+001	-1.28644068620377e+001    -6.31776939679680e+000
5.78096047405695e+001	-1.28678965703113e+001    -6.34144634265915e+000
5.79428696426858e+001	-1.28714211926350e+001    -6.36526770721009e+000
5.80764417521289e+001	-1.28749811870880e+001    -6.38923487006051e+000
5.82103217770848e+001	-1.28785770192939e+001    -6.41334922864549e+000
5.83445104273721e+001	-1.28822091625698e+001    -6.43761219860945e+000
5.84790084144457e+001	-1.28858780980794e+001    -6.46202521401046e+000
5.86138164514005e+001	-1.28895843149900e+001    -6.48658972766887e+000
5.87489352529753e+001	-1.28933283106322e+001    -6.51130721142263e+000
5.88843655355565e+001	-1.28971105906641e+001    -6.53617915651224e+000
5.90201080171821e+001	-1.29009316692393e+001    -6.56120707384327e+000
5.91561634175450e+001	-1.29047920691784e+001    -6.58639249428446e+000
5.92925324579976e+001	-1.29086923221448e+001    -6.61173696910417e+000
5.94292158615549e+001	-1.29126329688253e+001    -6.63724207018892e+000
5.95662143528986e+001	-1.29166145591134e+001    -6.66290939045780e+000
5.97035286583813e+001	-1.29206376522989e+001    -6.68874054413956e+000
5.98411595060295e+001	-1.29247028172607e+001    -6.71473716726659e+000
5.99791076255485e+001	-1.29288106326646e+001    -6.74090091786469e+000
6.01173737483254e+001	-1.29329616871660e+001    -6.76723347646230e+000
6.02559586074333e+001	-1.29371565796176e+001    -6.79373654638137e+000
6.03948629376355e+001	-1.29413959192817e+001    -6.82041185419588e+000
6.05340874753889e+001	-1.29456803260481e+001    -6.84726115003011e+000
6.06736329588481e+001	-1.29500104306568e+001    -6.87428620806814e+000
6.08135001278693e+001	-1.29543868749273e+001    -6.90148882688112e+000
6.09536897240144e+001	-1.29588103119920e+001    -6.92887082987829e+000
6.10942024905547e+001	-1.29632814065364e+001    -6.95643406575106e+000
6.12350391724748e+001	-1.29678008350450e+001    -6.98418040884409e+000
6.13762005164769e+001	-1.29723692860535e+001    -7.01211175967884e+000
6.15176872709843e+001	-1.29769874604067e+001    -7.04023004537600e+000
6.16595001861457e+001	-1.29816560715234e+001    -7.06853722008461e+000
6.18016400138391e+001	-1.29863758456679e+001    -7.09703526548398e+000
6.19441075076756e+001	-1.29911475222282e+001    -7.12572619125700e+000
6.20869034230038e+001	-1.29959718540013e+001    -7.15461203562797e+000
6.22300285169134e+001	-1.30008496074857e+001    -7.18369486579272e+000
6.23734835482394e+001	-1.30057815631815e+001    -7.21297677842723e+000
6.25172692775660e+001	-1.30107685158977e+001    -7.24245990033541e+000
6.26613864672309e+001	-1.30158112750684e+001    -7.27214638880595e+000
6.28058358813292e+001	-1.30209106650759e+001    -7.30203843233922e+000
6.29506182857171e+001	-1.30260675255833e+001    -7.33213825101207e+000
6.30957344480167e+001	-1.30312827118747e+001    -7.36244809724092e+000
6.32411851376193e+001	-1.30365570952050e+001    -7.39297025617510e+000
6.33869711256901e+001	-1.30418915631586e+001    -7.42370704648990e+000
6.35330931851717e+001	-1.30472870200175e+001    -7.45466082082294e+000
6.36795520907889e+001	-1.30527443871392e+001    -7.48583396648059e+000
6.38263486190522e+001	-1.30582646033441e+001    -7.51722890603355e+000
6.39734835482621e+001	-1.30638486253141e+001    -7.54884809803101e+000
6.41209576585135e+001	-1.30694974280010e+001    -7.58069403753819e+000
6.42687717316993e+001	-1.30752120050462e+001    -7.61276925698824e+000
6.44169265515150e+001	-1.30809933692115e+001    -7.64507632667675e+000
6.45654229034628e+001	-1.30868425528213e+001    -7.67761785557663e+000
6.47142615748556e+001	-1.30927606082178e+001    -7.71039649214611e+000
6.48634433548211e+001	-1.30987486082270e+001    -7.74341492484479e+000
6.50129690343063e+001	-1.31048076466382e+001    -7.77667588306532e+000
6.51628394060815e+001	-1.31109388386974e+001    -7.81018213781755e+000
6.53130552647445e+001	-1.31171433216121e+001    -7.84393650260118e+000
6.54636174067247e+001	-1.31234222550727e+001    -7.87794183411899e+000
6.56145266302878e+001	-1.31297768217857e+001    -7.91220103315016e+000
6.57657837355393e+001	-1.31362082280241e+001    -7.94671704536524e+000
6.59173895244294e+001	-1.31427177041909e+001    -7.98149286220594e+000
6.60693448007568e+001	-1.31493065054001e+001    -8.01653152181720e+000
6.62216503701734e+001	-1.31559759120735e+001    -8.05183610981081e+000
6.63743070401881e+001	-1.31627272305537e+001    -8.08740976034226e+000
6.65273156201713e+001	-1.31695617937351e+001    -8.12325565699121e+000
6.66806769213594e+001	-1.31764809617131e+001    -8.15937703362770e+000
6.68343917568586e+001	-1.31834861224509e+001    -8.19577717561909e+000
6.69884609416498e+001	-1.31905786924660e+001    -8.23245942065303e+000
6.71428852925924e+001	-1.31977601175370e+001    -8.26942715979962e+000
6.72976656284289e+001	-1.32050318734292e+001    -8.30668383868260e+000
6.74528027697893e+001	-1.32123954666429e+001    -8.34423295841820e+000
6.76082975391953e+001	-1.32198524351827e+001    -8.38207807683740e+000
6.77641507610646e+001	-1.32274043493492e+001    -8.42022280954088e+000
6.79203632617156e+001	-1.32350528125544e+001    -8.45867083110724e+000
6.80769358693712e+001	-1.32427994621606e+001    -8.49742587630758e+000
6.82338694141640e+001	-1.32506459703447e+001    -8.53649174122610e+000
6.83911647281400e+001	-1.32585940449876e+001    -8.57587228457772e+000
6.85488226452632e+001	-1.32666454305904e+001    -8.61557142900937e+000
6.87068440014203e+001	-1.32748019092185e+001    -8.65559316239615e+000
6.88652296344247e+001	-1.32830653014731e+001    -8.69594153907044e+000
6.90239803840212e+001	-1.32914374674930e+001    -8.73662068137170e+000
6.91830970918907e+001	-1.32999203079862e+001    -8.77763478093445e+000
6.93425806016539e+001	-1.33085157652935e+001    -8.81898810016553e+000
6.95024317588767e+001	-1.33172258244838e+001    -8.86068497369877e+000
6.96626514110739e+001	-1.33260525144839e+001    -8.90272980999637e+000
6.98232404077141e+001	-1.33349979092426e+001    -8.94512709273054e+000
6.99841996002243e+001	-1.33440641289314e+001    -8.98788138253781e+000
7.01455298419941e+001	-1.33532533411819e+001    -9.03099731855389e+000
7.03072319883803e+001	-1.33625677623624e+001    -9.07447962012345e+000
7.04693068967116e+001	-1.33720096588943e+001    -9.11833308849542e+000
7.06317554262931e+001	-1.33815813486106e+001    -9.16256260862073e+000
7.07945784384107e+001	-1.33912852021562e+001    -9.20717315079613e+000
7.09577767963358e+001	-1.34011236444340e+001    -9.25216977274499e+000
7.11213513653298e+001	-1.34110991560964e+001    -9.29755762135665e+000
7.12853030126488e+001	-1.34212142750855e+001    -9.34334193458572e+000
7.14496326075482e+001	-1.34314715982214e+001    -9.38952804362661e+000
7.16143410212871e+001	-1.34418737828439e+001    -9.43612137474096e+000
7.17794291271330e+001	-1.34524235485061e+001    -9.48312745150524e+000
7.19448978003668e+001	-1.34631236787239e+001    -9.53055189694264e+000
7.21107479182868e+001	-1.34739770227827e+001    -9.57840043558246e+000
7.22769803602138e+001	-1.34849864976042e+001    -9.62667889594101e+000
7.24435960074958e+001	-1.34961550896741e+001    -9.67539321266844e+000
7.26105957435123e+001	-1.35074858570348e+001    -9.72454942899248e+000
7.27779804536792e+001	-1.35189819313442e+001    -9.77415369919368e+000
7.29457510254536e+001	-1.35306465200035e+001    -9.82421229108524e+000
7.31139083483385e+001	-1.35424829083574e+001    -9.87473158851668e+000
7.32824533138871e+001	-1.35544944619684e+001    -9.92571809425519e+000
7.34513868157082e+001	-1.35666846289680e+001    -9.97717843236443e+000
7.36207097494703e+001	-1.35790569424898e+001    -1.00291193512608e+001
7.37904230129068e+001	-1.35916150231844e+001    -1.00815477264779e+001
7.39605275058205e+001	-1.36043625818225e+001    -1.01344705635921e+001
7.41310241300884e+001	-1.36173034219877e+001    -1.01878950012924e+001
7.43019137896668e+001	-1.36304414428635e+001    -1.02418283144517e+001
7.44731973905956e+001	-1.36437806421172e+001    -1.02962779172980e+001
7.46448758410033e+001	-1.36573251188858e+001    -1.03512513667622e+001
7.48169500511121e+001	-1.36710790768680e+001    -1.04067563657740e+001
7.49894209332422e+001	-1.36850468275247e+001    -1.04628007667541e+001
7.51622894018172e+001	-1.36992327933950e+001    -1.05193925751798e+001
7.53355563733684e+001	-1.37136415115306e+001    -1.05765399531573e+001
7.55092227665400e+001	-1.37282776370542e+001    -1.06342512233502e+001
7.56832895020940e+001	-1.37431459468466e+001    -1.06925348726263e+001
7.58577575029150e+001	-1.37582513433681e+001    -1.07513995562249e+001
7.60326276940148e+001	-1.37735988586203e+001    -1.08108541016726e+001
7.62079010025378e+001	-1.37891936582525e+001    -1.08709075131771e+001
7.63835783577656e+001	-1.38050410458210e+001    -1.09315689756590e+001
7.65596606911222e+001	-1.38211464672057e+001    -1.09928478595461e+001
7.67361489361784e+001	-1.38375155151923e+001    -1.10547537250225e+001
7.69130440286575e+001	-1.38541539342257e+001    -1.11172963268671e+001
7.70903469064395e+001	-1.38710676253438e+001    -1.11804856193585e+001
7.72680585095667e+001	-1.38882626512966e+001    -1.12443317611049e+001
7.74461797802484e+001	-1.39057452418620e+001    -1.13088451202402e+001
7.76247116628657e+001	-1.39235217993643e+001    -1.13740362796690e+001
7.78036551039769e+001	-1.39415989044059e+001    -1.14399160425106e+001
7.79830110523223e+001	-1.39599833218193e+001    -1.15064954375906e+001
7.81627804588294e+001	-1.39786820068524e+001    -1.15737857253428e+001
7.83429642766176e+001	-1.39977021115947e+001    -1.16417984034768e+001
7.85235634610036e+001	-1.40170509916562e+001    -1.17105452133592e+001
7.87045789695063e+001	-1.40367362131105e+001    -1.17800381460528e+001
7.88860117618518e+001	-1.40567655597137e+001    -1.18502894487913e+001
7.90678627999789e+001	-1.40771470404116e+001    -1.19213116317038e+001
7.92501330480435e+001	-1.40978888971481e+001    -1.19931174746239e+001
7.94328234724245e+001	-1.41189996129895e+001    -1.20657200340822e+001
7.96159350417282e+001	-1.41404879205783e+001    -1.21391326506410e+001
7.97994687267940e+001	-1.41623628109317e+001    -1.22133689562789e+001
7.99834255006991e+001	-1.41846335426016e+001    -1.22884428821396e+001
8.01678063387642e+001	-1.42073096512127e+001    -1.23643686664632e+001
8.03526122185580e+001	-1.42304009593959e+001    -1.24411608627201e+001
8.05378441199029e+001	-1.42539175871366e+001    -1.25188343481033e+001
8.07235030248801e+001	-1.42778699625568e+001    -1.25974043321050e+001
8.09095899178345e+001	-1.43022688331523e+001    -1.26768863655036e+001
8.10961057853803e+001	-1.43271252775068e+001    -1.27572963495457e+001
8.12830516164061e+001	-1.43524507175055e+001    -1.28386505455145e+001
8.14704284020801e+001	-1.43782569310726e+001    -1.29209655844054e+001
8.16582371358554e+001	-1.44045560654595e+001    -1.30042584770416e+001
8.18464788134751e+001	-1.44313606511081e+001    -1.30885466245567e+001
8.20351544329780e+001	-1.44586836161204e+001    -1.31738478289539e+001
8.22242649947032e+001	-1.44865383013633e+001    -1.32601803042446e+001
8.24138115012964e+001	-1.45149384762395e+001    -1.33475626878279e+001
8.26037949577140e+001	-1.45438983551594e+001    -1.34360140521616e+001
8.27942163712295e+001	-1.45734326147488e+001    -1.35255539169423e+001
8.29850767514383e+001	-1.46035564118297e+001    -1.36162022614745e+001
8.31763771102632e+001	-1.46342854022139e+001    -1.37079795376209e+001
8.33681184619595e+001	-1.46656357603504e+001    -1.38009066830098e+001
8.35603018231209e+001	-1.46976241998723e+001    -1.38950051346184e+001
8.37529282126843e+001	-1.47302679950882e+001    -1.39902968430043e+001
8.39459986519358e+001	-1.47635850034690e+001    -1.40868042866985e+001
8.41395141645155e+001	-1.47975936891810e+001    -1.41845504872437e+001
8.43334757764235e+001	-1.48323131477216e+001    -1.42835590245619e+001
8.45278845160250e+001	-1.48677631317161e+001    -1.43838540528586e+001
8.47227414140556e+001	-1.49039640779375e+001    -1.44854603170829e+001
8.49180475036273e+001	-1.49409371356151e+001    -1.45884031696674e+001
8.51138038202336e+001	-1.49787041961016e+001    -1.46927085880431e+001
8.53100114017549e+001	-1.50172879239735e+001    -1.47984031925662e+001
8.55066712884642e+001	-1.50567117896413e+001    -1.49055142649052e+001
8.57037845230329e+001	-1.50970001035556e+001    -1.50140697671766e+001
8.59013521505354e+001	-1.51381780520946e+001    -1.51240983613930e+001
8.60993752184559e+001	-1.51802717352285e+001    -1.52356294297929e+001
8.62978547766929e+001	-1.52233082060601e+001    -1.53486930955401e+001
8.64967918775652e+001	-1.52673155123475e+001    -1.54633202441812e+001
8.66961875758175e+001	-1.53123227401202e+001    -1.55795425454730e+001
8.68960429286260e+001	-1.53583600595107e+001    -1.56973924762874e+001
8.70963589956038e+001	-1.54054587729259e+001    -1.58169033436911e+001
8.72971368388069e+001	-1.54536513656950e+001    -1.59381093089988e+001
8.74983775227393e+001	-1.55029715593387e+001    -1.60610454123457e+001
8.77000821143592e+001	-1.55534543676107e+001    -1.61857475980356e+001
8.79022516830841e+001	-1.56051361554766e+001    -1.63122527404298e+001
8.81048873007971e+001	-1.56580547012024e+001    -1.64405986706418e+001
8.83079900418520e+001	-1.57122492617400e+001    -1.65708242039172e+001
8.85115609830792e+001	-1.57677606416039e+001    -1.67029691676389e+001
8.87156012037917e+001	-1.58246312654523e+001    -1.68370744300816e+001
8.89201117857905e+001	-1.58829052545961e+001    -1.69731819297988e+001
8.91250938133702e+001	-1.59426285076751e+001    -1.71113347057539e+001
8.93305483733251e+001	-1.60038487857565e+001    -1.72515769280746e+001
8.95364765549550e+001	-1.60666158021303e+001    -1.73939539294710e+001
8.97428794500704e+001	-1.61309813170902e+001    -1.75385122372637e+001
8.99497581529991e+001	-1.61969992380168e+001    -1.76852996060253e+001
9.01571137605912e+001	-1.62647257250871e+001    -1.78343650508511e+001
9.03649473722257e+001	-1.63342193029755e+001    -1.79857588809692e+001
9.05732600898155e+001	-1.64055409789205e+001    -1.81395327341244e+001
9.07820530178141e+001	-1.64787543675664e+001    -1.82957396110393e+001
9.09913272632206e+001	-1.65539258230141e+001    -1.84544339105408e+001
9.12010839355864e+001	-1.66311245785500e+001    -1.86156714646754e+001
9.14113241470204e+001	-1.67104228945479e+001    -1.87795095742004e+001
9.16220490121954e+001	-1.67918962150813e+001    -1.89460070439156e+001
9.18332596483535e+001	-1.68756233338181e+001    -1.91152242182371e+001
9.20449571753125e+001	-1.69616865698104e+001    -1.92872230160983e+001
9.22571427154717e+001	-1.70501719538379e+001    -1.94620669658249e+001
9.24698173938176e+001	-1.71411694260081e+001    -1.96398212392795e+001
9.26829823379302e+001	-1.72347730453737e+001    -1.98205526850283e+001
9.28966386779889e+001	-1.73310812123709e+001    -2.00043298606205e+001
9.31107875467783e+001	-1.74301969049561e+001    -2.01912230634271e+001
9.33254300796944e+001	-1.75322279293699e+001    -2.03813043595103e+001
9.35405674147504e+001	-1.76372871865306e+001    -2.05746476108365e+001
9.37562006925833e+001	-1.77454929551343e+001    -2.07713284994169e+001
9.39723310564590e+001	-1.78569691926140e+001    -2.09714245486862e+001
9.41889596522793e+001	-1.79718458551979e+001    -2.11750151411948e+001
9.44060876285875e+001	-1.80902592383967e+001    -2.13821815321153e+001
9.46237161365745e+001	-1.82123523393498e+001    -2.15930068574207e+001
9.48418463300849e+001	-1.83382752425607e+001    -2.18075761367644e+001
9.50604793656233e+001	-1.84681855306721e+001    -2.20259762691872e+001
9.52796164023603e+001	-1.86022487220477e+001    -2.22482960212170e+001
9.54992586021387e+001	-1.87406387370524e+001    -2.24746260059093e+001
9.57194071294795e+001	-1.88835383950731e+001    -2.27050586518117e+001
9.59400631515884e+001	-1.90311399444652e+001    -2.29396881595976e+001
9.61612278383615e+001	-1.91836456277573e+001    -2.31786104457374e+001
9.63829023623921e+001	-1.93412682846310e+001    -2.34219230702732e+001
9.66050878989764e+001	-1.95042319953712e+001    -2.36697251471267e+001
9.68277856261199e+001	-1.96727727676535e+001    -2.39221172341841e+001
9.70509967245440e+001	-1.98471392697559e+001    -2.41792012006566e+001
9.72747223776915e+001	-2.00275936134881e+001    -2.44410800681888e+001
9.74989637717336e+001	-2.02144121903527e+001    -2.47078578226445e+001
9.77237220955760e+001	-2.04078865646784e+001    -2.49796391918828e+001
9.79489985408648e+001	-2.06083244277256e+001    -2.52565293860809e+001
9.81747943019933e+001	-2.08160506169942e+001    -2.55386337942074e+001
9.84011105761083e+001	-2.10314082052398e+001    -2.58260576319444e+001
9.86279485631159e+001	-2.12547596639372e+001    -2.61189055339806e+001
9.88553094656887e+001	-2.14864881062255e+001    -2.64172810835202e+001
9.90831944892716e+001	-2.17269986145936e+001    -2.67212862705772e+001
9.93116048420882e+001	-2.19767196588268e+001    -2.70310208698461e+001
9.95405417351475e+001	-2.22361046099654e+001    -2.73465817273867e+001
9.97700063822501e+001	-2.25056333562190e+001    -2.76680619442432e+001
9.99999999999948e+001	-2.27858140269496e+001    -2.79955499432915e+001
1.00230523807785e+002	-2.30771848309526e+001    -2.83291284040645e+001
1.00461579027834e+002	-2.33803160153017e+001    -2.86688730487484e+001
1.00693166885175e+002	-2.36958119509422e+001    -2.90148512586822e+001
1.00925288607663e+002	-2.40243133511149e+001    -2.93671205005631e+001
1.01157945425985e+002	-2.43664996282508e+001    -2.97257265365062e+001
1.01391138573663e+002	-2.47230913945430e+001    -3.00907013902039e+001
1.01624869287064e+002	-2.50948531105623e+001    -3.04620610374327e+001
1.01859138805406e+002	-2.54825958851724e+001    -3.08398027849043e+001
1.02093948370763e+002	-2.58871804285547e+001    -3.12239022970458e+001
1.02329299228070e+002	-2.63095201581178e+001    -3.16143102254740e+001
1.02565192625135e+002	-2.67505844544819e+001    -3.20109483895346e+001
1.02801629812642e+002	-2.72114020614320e+001    -3.24137054507518e+001
1.03038612044156e+002	-2.76930646194401e+001    -3.28224320162619e+001
1.03276140576134e+002	-2.81967303170239e+001    -3.32369350989801e+001
1.03514216667929e+002	-2.87236276374812e+001    -3.36569718535599e+001
1.03752841581796e+002	-2.92750591701754e+001    -3.40822424977650e+001
1.03992016582900e+002	-2.98524054451895e+001    -3.45123823190432e+001
1.04231742939325e+002	-3.04571287373779e+001    -3.49469526548692e+001
1.04472021922074e+002	-3.10907767702388e+001    -3.53854307241034e+001
1.04712854805084e+002	-3.17549862308118e+001    -3.58271981748171e+001
1.04954242865227e+002	-3.24514859837319e+001    -3.62715282016329e+001
1.05196187382317e+002	-3.31820998442177e+001    -3.67175710734938e+001
1.05438689639120e+002	-3.39487487361192e+001    -3.71643379017593e+001
1.05681750921360e+002	-3.47534520203076e+001    -3.76106824682235e+001
1.05925372517723e+002	-3.55983277303297e+001    -3.80552809259803e+001
1.06169555719867e+002	-3.64855913946802e+001    -3.84966091816139e+001
1.06414301822426e+002	-3.74175530572494e+001    -3.89329177703421e+001
1.06659612123020e+002	-3.83966120281934e+001    -3.93622040459537e+001
1.06905487922260e+002	-3.94252488054469e+001    -3.97821815288850e+001
1.07151930523755e+002	-4.05060135014876e+001    -4.01902462933818e+001
1.07398941234119e+002	-4.16415099900161e+001    -4.05834403318243e+001
1.07646521362978e+002	-4.28343748536360e+001    -4.09584119182073e+001
1.07894672222977e+002	-4.40872500669740e+001    -4.13113731109345e+001
1.08143395129788e+002	-4.54027481935583e+001    -4.16380546958800e+001
1.08392691402114e+002	-4.67834087140027e+001    -4.19336590861166e+001
1.08642562361701e+002	-4.82316439465209e+001    -4.21928119736166e+001
1.08893009333337e+002	-4.97496728807702e+001    -4.24095138883840e+001
1.09144033644870e+002	-5.13394411418802e+001    -4.25770932700400e+001
1.09395636627203e+002	-5.30025252582436e+001    -4.26881632107007e+001
1.09647819614312e+002	-5.47400194589866e+001    -4.27345846960075e+001
1.09900583943246e+002	-5.65524034197086e+001    -4.27074399528878e+001
