Freq.	V(n001)/I(Re)
2.91071711806622e+003	-1.23001933425153e+001    -8.79148370668995e+000
2.91742701400078e+003	-1.23001550303663e+001    -8.81355397936515e+000
2.92415237784295e+003	-1.23001168618636e+001    -8.83567104678475e+000
2.93089324524993e+003	-1.23000788365930e+001    -8.85783502723802e+000
2.93764965196114e+003	-1.23000409541414e+001    -8.88004603624669e+000
2.94442163379837e+003	-1.23000032140956e+001    -8.90230419192070e+000
2.95120922666599e+003	-1.22999656160431e+001    -8.92460961146626e+000
2.95801246655115e+003	-1.22999281595708e+001    -8.94696241398048e+000
2.96483138952395e+003	-1.22998908442665e+001    -8.96936271649380e+000
2.97166603173763e+003	-1.22998536697177e+001    -8.99181063816163e+000
2.97851642942879e+003	-1.22998166355129e+001    -9.01430629747088e+000
2.98538261891756e+003	-1.22997797412405e+001    -9.03684981363761e+000
2.99226463660779e+003	-1.22997429864894e+001    -9.05944130567634e+000
2.99916251898725e+003	-1.22997063708483e+001    -9.08208089193491e+000
3.00607630262783e+003	-1.22996698939068e+001    -9.10476869428613e+000
3.01300602418572e+003	-1.22996335552544e+001    -9.12750483067777e+000
3.01995172040161e+003	-1.22995973544814e+001    -9.15028942304942e+000
3.02691342810090e+003	-1.22995612911779e+001    -9.17312259127950e+000
3.03389118419386e+003	-1.22995253649347e+001    -9.19600445597986e+000
3.04088502567587e+003	-1.22994895753427e+001    -9.21893513756506e+000
3.04789498962758e+003	-1.22994539219933e+001    -9.24191475811566e+000
3.05492111321510e+003	-1.22994184044785e+001    -9.26494343998180e+000
3.06196343369027e+003	-1.22993830223899e+001    -9.28802130298993e+000
3.06902198839075e+003	-1.22993477753206e+001    -9.31114847049697e+000
3.07609681474030e+003	-1.22993126628628e+001    -9.33432506380302e+000
3.08318795024894e+003	-1.22992776846102e+001    -9.35755120727426e+000
3.09029543251318e+003	-1.22992428401566e+001    -9.38082702228998e+000
3.09741929921616e+003	-1.22992081290954e+001    -9.40415263236547e+000
3.10455958812794e+003	-1.22991735510214e+001    -9.42752816082440e+000
3.11171633710560e+003	-1.22991391055296e+001    -9.45095373126501e+000
3.11888958409352e+003	-1.22991047922151e+001    -9.47442946756084e+000
3.12607936712353e+003	-1.22990706106736e+001    -9.49795549432698e+000
3.13328572431516e+003	-1.22990365605013e+001    -9.52153193505807e+000
3.14050869387580e+003	-1.22990026412946e+001    -9.54515891631988e+000
3.14774831410089e+003	-1.22989688526510e+001    -9.56883656123071e+000
3.15500462337420e+003	-1.22989351941676e+001    -9.59256499504994e+000
3.16227766016795e+003	-1.22989016654420e+001    -9.61634434471305e+000
3.16956746304306e+003	-1.22988682660732e+001    -9.64017473557259e+000
3.17687407064934e+003	-1.22988349956598e+001    -9.66405629279583e+000
3.18419752172570e+003	-1.22988018538012e+001    -9.68798914276239e+000
3.19153785510033e+003	-1.22987688400969e+001    -9.71197341306489e+000
3.19889510969097e+003	-1.22987359541476e+001    -9.73600923018129e+000
3.20626932450503e+003	-1.22987031955540e+001    -9.76009672180385e+000
3.21366053863988e+003	-1.22986705639173e+001    -9.78423601358014e+000
3.22106879128300e+003	-1.22986380588394e+001    -9.80842723563295e+000
3.22849412171220e+003	-1.22986056799224e+001    -9.83267051371345e+000
3.23593656929585e+003	-1.22985734267692e+001    -9.85696597758361e+000
3.24339617349305e+003	-1.22985412989830e+001    -9.88131375496341e+000
3.25087297385390e+003	-1.22985092961681e+001    -9.90571397479103e+000
3.25836701001965e+003	-1.22984774179283e+001    -9.93016676675789e+000
3.26587832172292e+003	-1.22984456638691e+001    -9.95467225991235e+000
3.27340694878794e+003	-1.22984140335955e+001    -9.97923058312596e+000
3.28095293113075e+003	-1.22983825267138e+001    -1.00038418678882e+001
3.28851630875939e+003	-1.22983511428301e+001    -1.00285062436504e+001
3.29609712177413e+003	-1.22983198815521e+001    -1.00532238401548e+001
3.30369541036770e+003	-1.22982887424874e+001    -1.00779947883666e+001
3.31131121482546e+003	-1.22982577252438e+001    -1.01028192214060e+001
3.31894457552565e+003	-1.22982268294306e+001    -1.01276972684948e+001
3.32659553293959e+003	-1.22981960546568e+001    -1.01526290619427e+001
3.33426412763190e+003	-1.22981654005326e+001    -1.01776147329566e+001
3.34195040026069e+003	-1.22981348666686e+001    -1.02026544153666e+001
3.34965439157782e+003	-1.22981044526757e+001    -1.02277482400388e+001
3.35737614242909e+003	-1.22980741581659e+001    -1.02528963404639e+001
3.36511569375445e+003	-1.22980439827514e+001    -1.02780988490328e+001
3.37287308658823e+003	-1.22980139260453e+001    -1.03033559002965e+001
3.38064836205936e+003	-1.22979839876608e+001    -1.03286676272418e+001
3.38844156139156e+003	-1.22979541672127e+001    -1.03540341640859e+001
3.39625272590362e+003	-1.22979244643152e+001    -1.03794556444143e+001
3.40408189700954e+003	-1.22978948785839e+001    -1.04049322039758e+001
3.41192911621882e+003	-1.22978654096348e+001    -1.04304639764918e+001
3.41979442513662e+003	-1.22978360570848e+001    -1.04560510969169e+001
3.42767786546404e+003	-1.22978068205509e+001    -1.04816937014396e+001
3.43557947899828e+003	-1.22977776996512e+001    -1.05073919256204e+001
3.44349930763291e+003	-1.22977486940042e+001    -1.05331459057890e+001
3.45143739335809e+003	-1.22977198032292e+001    -1.05589557767174e+001
3.45939377826075e+003	-1.22976910269462e+001    -1.05848216772081e+001
3.46736850452484e+003	-1.22976623647756e+001    -1.06107437421786e+001
3.47536161443158e+003	-1.22976338163385e+001    -1.06367221101130e+001
3.48337315035964e+003	-1.22976053812570e+001    -1.06627569184055e+001
3.49140315478538e+003	-1.22975770591534e+001    -1.06888483033616e+001
3.49945167028309e+003	-1.22975488496512e+001    -1.07149964053210e+001
3.50751873952520e+003	-1.22975207523739e+001    -1.07412013607421e+001
3.51560440528250e+003	-1.22974927669462e+001    -1.07674633096529e+001
3.52370871042439e+003	-1.22974648929937e+001    -1.07937823900643e+001
3.53183169791908e+003	-1.22974371301417e+001    -1.08201587421616e+001
3.53997341083386e+003	-1.22974094780172e+001    -1.08465925050453e+001
3.54813389233527e+003	-1.22973819362476e+001    -1.08730838190606e+001
3.55631318568936e+003	-1.22973545044605e+001    -1.08996328230039e+001
3.56451133426195e+003	-1.22973271822851e+001    -1.09262396592456e+001
3.57272838151880e+003	-1.22972999693503e+001    -1.09529044676778e+001
3.58096437102587e+003	-1.22972728652864e+001    -1.09796273899053e+001
3.58921934644956e+003	-1.22972458697245e+001    -1.10064085673842e+001
3.59749335155693e+003	-1.22972189822958e+001    -1.10332481409568e+001
3.60578643021593e+003	-1.22971922026328e+001    -1.10601462536461e+001
3.61409862639563e+003	-1.22971655303681e+001    -1.10871030473972e+001
3.62242998416649e+003	-1.22971389651357e+001    -1.11141186654062e+001
3.63078054770051e+003	-1.22971125065701e+001    -1.11411932497928e+001
3.63915036127157e+003	-1.22970861543061e+001    -1.11683269439289e+001
3.64753946925557e+003	-1.22970599079799e+001    -1.11955198933713e+001
3.65594791613074e+003	-1.22970337672279e+001    -1.12227722398083e+001
3.66437574647783e+003	-1.22970077316875e+001    -1.12500841275799e+001
3.67282300498034e+003	-1.22969818009968e+001    -1.12774557036787e+001
3.68128973642480e+003	-1.22969559747948e+001    -1.13048871098340e+001
3.68977598570099e+003	-1.22969302527208e+001    -1.13323784932235e+001
3.69828179780215e+003	-1.22969046344153e+001    -1.13599299994881e+001
3.70680721782525e+003	-1.22968791195193e+001    -1.13875417727335e+001
3.71535229097121e+003	-1.22968537076747e+001    -1.14152139611187e+001
3.72391706254517e+003	-1.22968283985239e+001    -1.14429467108027e+001
3.73250157795669e+003	-1.22968031917106e+001    -1.14707401668773e+001
3.74110588272001e+003	-1.22967780868786e+001    -1.14985944794209e+001
3.74973002245431e+003	-1.22967530836728e+001    -1.15265097927892e+001
3.75837404288392e+003	-1.22967281817390e+001    -1.15544862572576e+001
3.76703798983857e+003	-1.22967033807235e+001    -1.15825240187774e+001
3.77572190925364e+003	-1.22966786802735e+001    -1.16106232282898e+001
3.78442584717041e+003	-1.22966540800368e+001    -1.16387840319475e+001
3.79314984973629e+003	-1.22966295796624e+001    -1.16670065813603e+001
3.80189396320508e+003	-1.22966051787995e+001    -1.16952910238172e+001
3.81065823393720e+003	-1.22965808770986e+001    -1.17236375097372e+001
3.81944270839993e+003	-1.22965566742108e+001    -1.17520461903421e+001
3.82824743316769e+003	-1.22965325697877e+001    -1.17805172139321e+001
3.83707245492225e+003	-1.22965085634822e+001    -1.18090507338023e+001
3.84591782045300e+003	-1.22964846549474e+001    -1.18376468989311e+001
3.85478357665718e+003	-1.22964608438379e+001    -1.18663058618964e+001
3.86366977054015e+003	-1.22964371298083e+001    -1.18950277737545e+001
3.87257644921563e+003	-1.22964135125147e+001    -1.19238127863692e+001
3.88150365990594e+003	-1.22963899916135e+001    -1.19526610524125e+001
3.89045144994226e+003	-1.22963665667623e+001    -1.19815727258311e+001
3.89941986676489e+003	-1.22963432376191e+001    -1.20105479590532e+001
3.90840895792347e+003	-1.22963200038427e+001    -1.20395869048519e+001
3.91741877107728e+003	-1.22962968650934e+001    -1.20686897172775e+001
3.92644935399545e+003	-1.22962738210313e+001    -1.20978565497953e+001
3.93550075455722e+003	-1.22962508713182e+001    -1.21270875594777e+001
3.94457302075223e+003	-1.22962280156158e+001    -1.21563828967603e+001
3.95366620068073e+003	-1.22962052535877e+001    -1.21857427217408e+001
3.96278034255384e+003	-1.22961825848973e+001    -1.22151671860192e+001
3.97191549469385e+003	-1.22961600092094e+001    -1.22446564457369e+001
3.98107170553441e+003	-1.22961375261893e+001    -1.22742106597150e+001
3.99024902362086e+003	-1.22961151355037e+001    -1.23038299834014e+001
3.99944749761041e+003	-1.22960928368191e+001    -1.23335145707344e+001
4.00866717627247e+003	-1.22960706298036e+001    -1.23632645829910e+001
4.01790810848884e+003	-1.22960485141260e+001    -1.23930801752836e+001
4.02717034325403e+003	-1.22960264894561e+001    -1.24229615068053e+001
4.03645392967548e+003	-1.22960045554635e+001    -1.24529087352427e+001
4.04575891697386e+003	-1.22959827118201e+001    -1.24829220177082e+001
4.05508535448327e+003	-1.22959609581976e+001    -1.25130015163287e+001
4.06443329165156e+003	-1.22959392942687e+001    -1.25431473875363e+001
4.07380277804055e+003	-1.22959177197072e+001    -1.25733597932447e+001
4.08319386332635e+003	-1.22958962341876e+001    -1.26036388924686e+001
4.09260659729953e+003	-1.22958748373852e+001    -1.26339848436524e+001
4.10204102986549e+003	-1.22958535289760e+001    -1.26643978111905e+001
4.11149721104464e+003	-1.22958323086372e+001    -1.26948779528553e+001
4.12097519097272e+003	-1.22958111760464e+001    -1.27254254314395e+001
4.13047501990103e+003	-1.22957901308822e+001    -1.27560404105660e+001
4.13999674819672e+003	-1.22957691728241e+001    -1.27867230491007e+001
4.14954042634305e+003	-1.22957483015525e+001    -1.28174735104668e+001
4.15910610493964e+003	-1.22957275167484e+001    -1.28482919593860e+001
4.16869383470277e+003	-1.22957068180936e+001    -1.28791785562909e+001
4.17830366646563e+003	-1.22956862052711e+001    -1.29101334685026e+001
4.18793565117859e+003	-1.22956656779647e+001    -1.29411568562609e+001
4.19758983990948e+003	-1.22956452358585e+001    -1.29722488843671e+001
4.20726628384385e+003	-1.22956248786379e+001    -1.30034097203223e+001
4.21696503428523e+003	-1.22956046059891e+001    -1.30346395259459e+001
4.22668614265543e+003	-1.22955844175991e+001    -1.30659384685528e+001
4.23642966049481e+003	-1.22955643131557e+001    -1.30973067144347e+001
4.24619563946253e+003	-1.22955442923474e+001    -1.31287444274642e+001
4.25598413133683e+003	-1.22955243548639e+001    -1.31602517760804e+001
4.26579518801533e+003	-1.22955045003954e+001    -1.31918289267705e+001
4.27562886151526e+003	-1.22954847286332e+001    -1.32234760445365e+001
4.28548520397379e+003	-1.22954650392691e+001    -1.32551933008123e+001
4.29536426764827e+003	-1.22954454319962e+001    -1.32869808618228e+001
4.30526610491650e+003	-1.22954259065081e+001    -1.33188388955699e+001
4.31519076827704e+003	-1.22954064624992e+001    -1.33507675704364e+001
4.32513831034948e+003	-1.22953870996651e+001    -1.33827670556524e+001
4.33510878387468e+003	-1.22953678177019e+001    -1.34148375226934e+001
4.34510224171510e+003	-1.22953486163066e+001    -1.34469791406241e+001
4.35511873685507e+003	-1.22953294951774e+001    -1.34791920779627e+001
4.36515832240104e+003	-1.22953104540127e+001    -1.35114765073375e+001
4.37522105158190e+003	-1.22952914925123e+001    -1.35438325980379e+001
4.38530697774924e+003	-1.22952726103767e+001    -1.35762605230000e+001
4.39541615437762e+003	-1.22952538073070e+001    -1.36087604518223e+001
4.40554863506491e+003	-1.22952350830054e+001    -1.36413325591489e+001
4.41570447353250e+003	-1.22952164371750e+001    -1.36739770176853e+001
4.42588372362564e+003	-1.22951978695194e+001    -1.37066939986651e+001
4.43608643931370e+003	-1.22951793797435e+001    -1.37394836765070e+001
4.44631267469046e+003	-1.22951609675525e+001    -1.37723462222971e+001
4.45656248397440e+003	-1.22951426326530e+001    -1.38052818144998e+001
4.46683592150900e+003	-1.22951243747521e+001    -1.38382906245230e+001
4.47713304176299e+003	-1.22951061935578e+001    -1.38713728274293e+001
4.48745389933068e+003	-1.22950880887791e+001    -1.39045285991433e+001
4.49779854893224e+003	-1.22950700601257e+001    -1.39377581155206e+001
4.50816704541396e+003	-1.22950521073080e+001    -1.39710615523491e+001
4.51855944374858e+003	-1.22950342300376e+001    -1.40044390862813e+001
4.52897579903556e+003	-1.22950164280267e+001    -1.40378908939035e+001
4.53941616650138e+003	-1.22949987009882e+001    -1.40714171517371e+001
4.54988060149984e+003	-1.22949810486364e+001    -1.41050180381022e+001
4.56036915951231e+003	-1.22949634706859e+001    -1.41386937321868e+001
4.57088189614810e+003	-1.22949459668522e+001    -1.41724444098570e+001
4.58141886714468e+003	-1.22949285368520e+001    -1.42062702515745e+001
4.59198012836803e+003	-1.22949111804023e+001    -1.42401714354119e+001
4.60256573581290e+003	-1.22948938972215e+001    -1.42741481426424e+001
4.61317574560313e+003	-1.22948766870285e+001    -1.43082005521519e+001
4.62381021399194e+003	-1.22948595495431e+001    -1.43423288450975e+001
4.63446919736222e+003	-1.22948424844859e+001    -1.43765332011823e+001
4.64515275222683e+003	-1.22948254915786e+001    -1.44108138023822e+001
4.65586093522892e+003	-1.22948085705435e+001    -1.44451708306184e+001
4.66659380314222e+003	-1.22947917211036e+001    -1.44796044668268e+001
4.67735141287131e+003	-1.22947749429830e+001    -1.45141148946845e+001
4.68813382145198e+003	-1.22947582359066e+001    -1.45487022954885e+001
4.69894108605148e+003	-1.22947415996001e+001    -1.45833668551412e+001
4.70977326396885e+003	-1.22947250337900e+001    -1.46181087543730e+001
4.72063041263523e+003	-1.22947085382036e+001    -1.46529281785217e+001
4.73151258961413e+003	-1.22946921125692e+001    -1.46878253119458e+001
4.74241985260177e+003	-1.22946757566157e+001    -1.47228003394224e+001
4.75335225942737e+003	-1.22946594700731e+001    -1.47578534461478e+001
4.76430986805347e+003	-1.22946432526720e+001    -1.47929848182049e+001
4.77529273657622e+003	-1.22946271041439e+001    -1.48281946420977e+001
4.78630092322569e+003	-1.22946110242213e+001    -1.48634831038215e+001
4.79733448636620e+003	-1.22945950126372e+001    -1.48988503907262e+001
4.80839348449659e+003	-1.22945790691258e+001    -1.49342966891892e+001
4.81947797625058e+003	-1.22945631934219e+001    -1.49698221883413e+001
4.83058802039703e+003	-1.22945473852610e+001    -1.50054270758774e+001
4.84172367584030e+003	-1.22945316443800e+001    -1.50411115403851e+001
4.85288500162051e+003	-1.22945159705158e+001    -1.50768757699489e+001
4.86407205691391e+003	-1.22945003634068e+001    -1.51127199558768e+001
4.87528490103316e+003	-1.22944848227918e+001    -1.51486442875785e+001
4.88652359342763e+003	-1.22944693484108e+001    -1.51846489544297e+001
4.89778819368375e+003	-1.22944539400043e+001    -1.52207341499632e+001
4.90907876152532e+003	-1.22944385973139e+001    -1.52569000611604e+001
4.92039535681380e+003	-1.22944233200816e+001    -1.52931468828875e+001
4.93173803954865e+003	-1.22944081080508e+001    -1.53294748053237e+001
4.94310686986764e+003	-1.22943929609652e+001    -1.53658840218783e+001
4.95450190804718e+003	-1.22943778785696e+001    -1.54023747254667e+001
4.96592321450264e+003	-1.22943628606096e+001    -1.54389471089769e+001
4.97737084978864e+003	-1.22943479068314e+001    -1.54756013675987e+001
4.98884487459940e+003	-1.22943330169824e+001    -1.55123376937027e+001
5.00034534976906e+003	-1.22943181908105e+001    -1.55491562833603e+001
5.01187233627200e+003	-1.22943034280645e+001    -1.55860573302915e+001
5.02342589522314e+003	-1.22942887284939e+001    -1.56230410319191e+001
5.03500608787832e+003	-1.22942740918493e+001    -1.56601075823849e+001
5.04661297563455e+003	-1.22942595178819e+001    -1.56972571781391e+001
5.05824662003041e+003	-1.22942450063437e+001    -1.57344900184061e+001
5.06990708274631e+003	-1.22942305569876e+001    -1.57718062972703e+001
5.08159442560487e+003	-1.22942161695674e+001    -1.58092062153179e+001
5.09330871057121e+003	-1.22942018438373e+001    -1.58466899679969e+001
5.10504999975332e+003	-1.22941875795528e+001    -1.58842577558621e+001
5.11681835540233e+003	-1.22941733764698e+001    -1.59219097785234e+001
5.12861383991290e+003	-1.22941592343453e+001    -1.59596462327833e+001
5.14043651582351e+003	-1.22941451529370e+001    -1.59974673219517e+001
5.15228644581681e+003	-1.22941311320033e+001    -1.60353732428084e+001
5.16416369271996e+003	-1.22941171713036e+001    -1.60733641995738e+001
5.17606831950492e+003	-1.22941032705979e+001    -1.61114403918029e+001
5.18800038928885e+003	-1.22940894296470e+001    -1.61496020218368e+001
5.19995996533440e+003	-1.22940756482128e+001    -1.61878492924755e+001
5.21194711105004e+003	-1.22940619260575e+001    -1.62261824041853e+001
5.22396188999044e+003	-1.22940482629447e+001    -1.62646015620841e+001
5.23600436585674e+003	-1.22940346586381e+001    -1.63031069698895e+001
5.24807460249696e+003	-1.22940211129026e+001    -1.63416988303853e+001
5.26017266390629e+003	-1.22940076255041e+001    -1.63803773491478e+001
5.27229861422746e+003	-1.22939941962087e+001    -1.64191427312874e+001
5.28445251775103e+003	-1.22939808247838e+001    -1.64579951795866e+001
5.29663443891580e+003	-1.22939675109973e+001    -1.64969349038150e+001
5.30884444230911e+003	-1.22939542546180e+001    -1.65359621076912e+001
5.32108259266716e+003	-1.22939410554155e+001    -1.65750770000603e+001
5.33334895487543e+003	-1.22939279131600e+001    -1.66142797865126e+001
5.34564359396893e+003	-1.22939148276227e+001    -1.66535706735758e+001
5.35796657513263e+003	-1.22939017985756e+001    -1.66929498729074e+001
5.37031796370174e+003	-1.22938888257911e+001    -1.67324175910506e+001
5.38269782516209e+003	-1.22938759090429e+001    -1.67719740378178e+001
5.39510622515049e+003	-1.22938630481052e+001    -1.68116194225662e+001
5.40754322945502e+003	-1.22938502427528e+001    -1.68513539560616e+001
5.42000890401544e+003	-1.22938374927617e+001    -1.68911778467540e+001
5.43250331492354e+003	-1.22938247979081e+001    -1.69310913096268e+001
5.44502652842341e+003	-1.22938121579696e+001    -1.69710945517617e+001
5.45757861091191e+003	-1.22937995727242e+001    -1.70111877881729e+001
5.47015962893891e+003	-1.22937870419507e+001    -1.70513712297005e+001
5.48276964920773e+003	-1.22937745654287e+001    -1.70916450913941e+001
5.49540873857544e+003	-1.22937621429385e+001    -1.71320095827346e+001
5.50807696405322e+003	-1.22937497742613e+001    -1.71724649225364e+001
5.52077439280676e+003	-1.22937374591790e+001    -1.72130113226507e+001
5.53350109215655e+003	-1.22937251974741e+001    -1.72536489977455e+001
5.54625712957829e+003	-1.22937129889300e+001    -1.72943781629781e+001
5.55904257270322e+003	-1.22937008333311e+001    -1.73351990353935e+001
5.57185748931848e+003	-1.22936887304620e+001    -1.73761118311314e+001
5.58470194736748e+003	-1.22936766801085e+001    -1.74171167649618e+001
5.59757601495028e+003	-1.22936646820569e+001    -1.74582140577367e+001
5.61047976032388e+003	-1.22936527360945e+001    -1.74994039252153e+001
5.62341325190266e+003	-1.22936408420090e+001    -1.75406865855156e+001
5.63637655825871e+003	-1.22936289995892e+001    -1.75820622577189e+001
5.64936974812219e+003	-1.22936172086244e+001    -1.76235311623364e+001
5.66239289038170e+003	-1.22936054689048e+001    -1.76650935161879e+001
5.67544605408463e+003	-1.22935937802212e+001    -1.77067495431135e+001
5.68852930843757e+003	-1.22935821423652e+001    -1.77484994614019e+001
5.70164272280663e+003	-1.22935705551292e+001    -1.77903434935700e+001
5.71478636671783e+003	-1.22935590183063e+001    -1.78322818607766e+001
5.72796030985745e+003	-1.22935475316902e+001    -1.78743147856174e+001
5.74116462207243e+003	-1.22935360950756e+001    -1.79164424911945e+001
5.75439937337072e+003	-1.22935247082576e+001    -1.79586651992556e+001
5.76766463392165e+003	-1.22935133710322e+001    -1.80009831348512e+001
5.78096047405632e+003	-1.22935020831964e+001    -1.80433965216793e+001
5.79428696426795e+003	-1.22934908445474e+001    -1.80859055858121e+001
5.80764417521226e+003	-1.22934796548835e+001    -1.81285105505746e+001
5.82103217770785e+003	-1.22934685140036e+001    -1.81712116430654e+001
5.83445104273658e+003	-1.22934574217073e+001    -1.82140090899663e+001
5.84790084144394e+003	-1.22934463777949e+001    -1.82569031166129e+001
5.86138164513942e+003	-1.22934353820676e+001    -1.82998939521176e+001
5.87489352529689e+003	-1.22934244343270e+001    -1.83429818256457e+001
5.88843655355501e+003	-1.22934135343758e+001    -1.83861669598973e+001
5.90201080171757e+003	-1.22934026820171e+001    -1.84294495874065e+001
5.91561634175386e+003	-1.22933918770547e+001    -1.84728299384356e+001
5.92925324579912e+003	-1.22933811192934e+001    -1.85163082423731e+001
5.94292158615484e+003	-1.22933704085386e+001    -1.85598847282010e+001
5.95662143528922e+003	-1.22933597445962e+001    -1.86035596291519e+001
5.97035286583748e+003	-1.22933491272729e+001    -1.86473331733976e+001
5.98411595060231e+003	-1.22933385563764e+001    -1.86912055980198e+001
5.99791076255420e+003	-1.22933280317145e+001    -1.87351771313167e+001
6.01173737483188e+003	-1.22933175530963e+001    -1.87792480058419e+001
6.02559586074268e+003	-1.22933071203313e+001    -1.88234184593376e+001
6.03948629376290e+003	-1.22932967332297e+001    -1.88676887216972e+001
6.05340874753823e+003	-1.22932863916025e+001    -1.89120590307988e+001
6.06736329588415e+003	-1.22932760952612e+001    -1.89565296203996e+001
6.08135001278627e+003	-1.22932658440183e+001    -1.90011007247931e+001
6.09536897240078e+003	-1.22932556376866e+001    -1.90457725825365e+001
6.10942024905481e+003	-1.22932454760800e+001    -1.90905454290006e+001
6.12350391724682e+003	-1.22932353590128e+001    -1.91354195028908e+001
6.13762005164702e+003	-1.22932252863000e+001    -1.91803950397287e+001
6.15176872709776e+003	-1.22932152577574e+001    -1.92254722793043e+001
6.16595001861390e+003	-1.22932052732015e+001    -1.92706514628830e+001
6.18016400138323e+003	-1.22931953324492e+001    -1.93159328257564e+001
6.19441075076689e+003	-1.22931854353185e+001    -1.93613166112135e+001
6.20869034229971e+003	-1.22931755816277e+001    -1.94068030575032e+001
6.22300285169066e+003	-1.22931657711961e+001    -1.94523924062175e+001
6.23734835482326e+003	-1.22931560038433e+001    -1.94980848994991e+001
6.25172692775592e+003	-1.22931462793899e+001    -1.95438807800423e+001
6.26613864672241e+003	-1.22931365976570e+001    -1.95897802901631e+001
6.28058358813224e+003	-1.22931269584664e+001    -1.96357836727320e+001
6.29506182857103e+003	-1.22931173616405e+001    -1.96818911711748e+001
6.30957344480098e+003	-1.22931078070025e+001    -1.97281030322684e+001
6.32411851376124e+003	-1.22930982943763e+001    -1.97744194977596e+001
6.33869711256832e+003	-1.22930888235861e+001    -1.98208408155429e+001
6.35330931851648e+003	-1.22930793944572e+001    -1.98673672294167e+001
6.36795520907820e+003	-1.22930700068153e+001    -1.99139989893294e+001
6.38263486190453e+003	-1.22930606604869e+001    -1.99607363402047e+001
6.39734835482552e+003	-1.22930513552988e+001    -2.00075795284624e+001
6.41209576585065e+003	-1.22930420910790e+001    -2.00545288048133e+001
6.42687717316923e+003	-1.22930328676558e+001    -2.01015844177417e+001
6.44169265515080e+003	-1.22930236848580e+001    -2.01487466153688e+001
6.45654229034558e+003	-1.22930145425156e+001    -2.01960156501112e+001
6.47142615748486e+003	-1.22930054404587e+001    -2.02433917693685e+001
6.48634433548140e+003	-1.22929963785181e+001    -2.02908752276320e+001
6.50129690342992e+003	-1.22929873565257e+001    -2.03384662734478e+001
6.51628394060744e+003	-1.22929783743135e+001    -2.03861651605935e+001
6.53130552647374e+003	-1.22929694317144e+001    -2.04339721434231e+001
6.54636174067176e+003	-1.22929605285618e+001    -2.04818874722118e+001
6.56145266302806e+003	-1.22929516646900e+001    -2.05299114034019e+001
6.57657837355321e+003	-1.22929428399336e+001    -2.05780441884282e+001
6.59173895244222e+003	-1.22929340541280e+001    -2.06262860858263e+001
6.60693448007496e+003	-1.22929253071093e+001    -2.06746373509899e+001
6.62216503701662e+003	-1.22929165987140e+001    -2.07230982389657e+001
6.63743070401808e+003	-1.22929079287794e+001    -2.07716690063174e+001
6.65273156201641e+003	-1.22928992971433e+001    -2.08203499111273e+001
6.66806769213521e+003	-1.22928907036443e+001    -2.08691412111350e+001
6.68343917568513e+003	-1.22928821481215e+001    -2.09180431674637e+001
6.69884609416425e+003	-1.22928736304146e+001    -2.09670560371712e+001
6.71428852925850e+003	-1.22928651503638e+001    -2.10161800788394e+001
6.72976656284216e+003	-1.22928567078103e+001    -2.10654155544380e+001
6.74528027697819e+003	-1.22928483025954e+001    -2.11147627246694e+001
6.76082975391879e+003	-1.22928399345615e+001    -2.11642218508326e+001
6.77641507610572e+003	-1.22928316035512e+001    -2.12137931948247e+001
6.79203632617081e+003	-1.22928233094079e+001    -2.12634770219363e+001
6.80769358693638e+003	-1.22928150519758e+001    -2.13132735924709e+001
6.82338694141566e+003	-1.22928068310991e+001    -2.13631831701279e+001
6.83911647281325e+003	-1.22927986466234e+001    -2.14132060229359e+001
6.85488226452557e+003	-1.22927904983941e+001    -2.14633424111465e+001
6.87068440014127e+003	-1.22927823862578e+001    -2.15135926077248e+001
6.88652296344171e+003	-1.22927743100615e+001    -2.15639568713426e+001
6.90239803840137e+003	-1.22927662696526e+001    -2.16144354724566e+001
6.91830970918831e+003	-1.22927582648793e+001    -2.16650286802717e+001
6.93425806016463e+003	-1.22927502955905e+001    -2.17157367608794e+001
6.95024317588691e+003	-1.22927423616354e+001    -2.17665599819157e+001
6.96626514110662e+003	-1.22927344628639e+001    -2.18174986153570e+001
6.98232404077065e+003	-1.22927265991265e+001    -2.18685529300706e+001
6.99841996002166e+003	-1.22927187702743e+001    -2.19197231955413e+001
7.01455298419864e+003	-1.22927109761590e+001    -2.19710096855984e+001
7.03072319883726e+003	-1.22927032166327e+001    -2.20224126709664e+001
7.04693068967039e+003	-1.22926954915484e+001    -2.20739324220604e+001
7.06317554262854e+003	-1.22926878007594e+001    -2.21255692155068e+001
7.07945784384029e+003	-1.22926801441197e+001    -2.21773233248315e+001
7.09577767963280e+003	-1.22926725214837e+001    -2.22291950204614e+001
7.11213513653220e+003	-1.22926649327066e+001    -2.22811845809017e+001
7.12853030126410e+003	-1.22926573776441e+001    -2.23332922787674e+001
7.14496326075404e+003	-1.22926498561524e+001    -2.23855183956860e+001
7.16143410212792e+003	-1.22926423680883e+001    -2.24378632036726e+001
7.17794291271252e+003	-1.22926349133091e+001    -2.24903269800323e+001
7.19448978003589e+003	-1.22926274916728e+001    -2.25429100064304e+001
7.21107479182789e+003	-1.22926201030378e+001    -2.25956125586496e+001
7.22769803602059e+003	-1.22926127472631e+001    -2.26484349168356e+001
7.24435960074879e+003	-1.22926054242085e+001    -2.27013773617734e+001
7.26105957435043e+003	-1.22925981337340e+001    -2.27544401730264e+001
7.27779804536712e+003	-1.22925908757003e+001    -2.28076236326628e+001
